Cognitive Distortion,Generative.Methods,Related Sentence,Generative.Model
개인화,일반,"[여자/16]  
---  
요즘 수학 수업에서 선생님이 항상 나만 점검하는 것 같아서 불안해요. 숙제도 잘 하는데, 확신이 없는 눈빛 때문에 내 실력을 의심해요. 나도 믿어줬으면 좋겠어요, 그런데 시험 점수가 자꾸 낮아져서…",GPT
개인화,추가,"[여자/17]  
---  
다른 친구들은 다 대학 전공을 정했는데, 나는 아무것도 몰라. 친구들이 잘하는 걸 보며, 나만 못하는 것 같아. 그래서 이 상황이 내 탓이라는 생각이 드는 게 정말 힘들어.",GPT
과잉 일반화,일반,"[여자/14]
---
학교에서 실수로 물건을 떨어뜨렸는데, 모두가 나를 쳐다보는 것 같았어.  내가 뭘 잘못했나 싶고, 다들 나를 비웃는다고 생각했어.  분명히 그들은 나를 싫어할 거야.  아무도 나와 친구가 되고 싶어하지 않을 거야.
",GEMINI
과잉 일반화,일반,"[여자/14]
---
학급 발표 때문에 밤새 준비했지만, 발표할 때마다 망칠 것 같아 불안하다.  내 발표는 항상 재미없고, 모두가 지루해할 거야. 여자애들은 발표 잘하는데, 난 왜 이렇게 서툴까?  아무도 내 발표를 좋아하지 않을 거야.  결국 망칠 거라고 확신해.
",GEMINI
과잉 일반화,일반,"[남자/17]
---
시험 망쳤다.  한 문제 틀렸는데,  전부 틀린 것 같다.  선생님 눈빛이 차가웠다.  다 내 탓이다.  친구들도 나를 싫어할 거야.  아무도 날 좋아하지 않아.  결국 혼자인 거다.  죽고 싶다.
",GEMINI
과잉 일반화,일반,"[여자/15세]
---
짝꿍이랑 또 말이 없네.  나랑 안 맞는 건가?  수업시간 내내 혼자였어.  다들 나랑 안 친한 것 같아.  내가 재미없으니까 그런 걸까?  아무도 나 좋아하는 사람 없을 거야.  항상 혼자일 것 같아.
",GEMINI
과잉 일반화,일반,"[여자/15세]
---
제가 다른 반이어서 가장 친한 친구와 멀어질까 봐 걱정돼요. 친구가 다른 친구들과도 친해지는 게 부담스럽고, 언젠가 멀리 떨어지게 될까 불안해요. 평소 친구에게 털어놓지만 해결책이 없어 계속 고민만 하게 돼요.",CLAUDE
과잉 일반화,일반,"[여자/16세]
---
성적이 점점 떨어지네요. 공부해도 금방 까먹어 버리니까 이제 포기해야겠어요. 직업학교를 가고 싶은데 사람들이 좋지 않다고 하네요. 나는 너무 뒤쳐졌나 봐요.",CLAUDE
과잉 일반화,일반,"[여자/15세]
---
어제 발표 때문에 엄청 떨었어.  실수 하나 했는데,  다들 나만 쳐다보는 것 같았고,  내 발표는 최악이었을 거야.  다음 발표도 망칠 것 같아.  아마 앞으로도 계속 그럴 거야.  내가 발표를 잘할 리가 없어.
",GEMINI
과잉 일반화,일반,"[여자/14세]  
---  
공부하다가 틀린 문제 하나를 보고 마음이 무너졌다. ""난 정말 아무것도 못해""라고 생각하며 친구들에게도 보여줄 수 없는 모습이 되어버렸다. 그렇게 또 하루가 지옥 같았다. 고등학교가 더 무서울까?",GPT
과잉 일반화,일반,"[여자/18세]
---
학급 발표 준비 중, 떨리는 손으로 마이크를 잡았다.  내 발표가 재미없을까봐, 모두가 나를 무시할까봐 두려웠다.  발표가 끝나고 침묵이 흘렀다.  아무도 반응하지 않았다.  모두 나를 싫어하는 거야.  나는 쓸모없는 존재인가 봐.
",GEMINI
과잉 일반화,일반,"[여자/14]
---
새 친구 수진이랑 잘 지내다가, 걔가 다른 애랑 친해지니까 나랑 절교할까 봐 불안해.  예전에도 친구들이랑 싸우고 멀어졌거든.  모두 나 때문이야.  아마 앞으로도 친구는 못 사귈 거야.  소풍 때 혼자 앉아야 할까봐 두려워.
",GEMINI
과잉 일반화,일반,"[여자/15세]
---
공부를 열심히 하다 보니 친구들이 내게 부러움과 질투의 눈초리로 쳐다봐. 나는 잘못한 것도 없는데 왜 자꾸 괴롭히는지 모르겠어. 공부하는 게 뭐가 그렇게 잘못됐나요? 앞으로는 공부를 포기해야 하나요?",CLAUDE
과잉 일반화,일반,"[여자/15세]
---
남들은 저마다 자신만의 특별한 재능이 있어 보이지만, 저는 어떤 것도 잘하는 게 없어요. 늘 평범하고 무능력한 것 같아 속상해요. 저는 이것도 아니고 저것도 아닌 그저 평범한 사람일 뿐인 것 같아요.",CLAUDE
과잉 일반화,일반,"[여자/15]
---
또 혼자 점심 먹겠네.  저번 야영 때처럼 또 아무도 나랑 같이 안 먹겠지.  애들이랑 얘기해도 소용없어.  어차피 나 싫어하잖아.  다시 중학교 때처럼 혼자가 될 거야.  내가 뭘 잘못했는지 모르겠어.  모두 나를 싫어해.
",GEMINI
과잉 일반화,일반,"[여자/17세]
---
이번 소풍에서 만난 그 남자애가 너무 호감이 간다. 하지만 아마 다음에 만날 일은 없을 거야. 다른 애들은 잘 어울리는데 나만 어색해서 계속 말을 붙이지 못하고 있어. 이런 상황이 반복되면 어떡하지?",CLAUDE
과잉 일반화,일반,"[여자/17세]
---
작년엔 친구들과 어울리며 행복했지만, 요즘 그들과 점점 멀어지는 것 같아요. 친구들이 저를 잊고 있다는 생각에 겨울밤이 더욱 춥게 느껴져요. 앞으로도 이런 냉대가 계속될까 봐 두렵네요.",CLAUDE
과잉 일반화,일반,"[여자/14]
---
발표 준비를 밤새 했지만, 엉망이었다.  다른 애들은 다 잘할 거야.  내 발표는 틀림없이 웃음거리가 될 거고, 모두 나를 비웃을 거다.  결국, 난 혼자가 될 거야.  항상 그래 왔으니까.
",GEMINI
과잉 일반화,일반,"[여자/16세]
---
또 전학 왔어.  친구들이랑 헤어진 게 너무 힘들어.  새 학교에선 아무도 나랑 안 친해질 것 같아.  모두 나를 싫어하는 것 같고, 웃는 얼굴도 가짜처럼 느껴져.  다 귀찮고, 숨 막히는 것 같아.  내가 뭘 잘못했는지 모르겠어.  모든 게 다 엉망인 것 같아.
",GEMINI
과잉 일반화,일반,"[여자/15세]
---
친구들이 저를 무시하고 따돌리는 것 같아요. 어제 친구가 했던 말이 계속 맴돌아 우울해지고 집중도 안 되네요. 밥도 제대로 먹지 못하고 학교만 가면 짜증이 나요. 친구가 없는 것 같아 죽고 싶은 마음까지 듭니다.",CLAUDE
과잉 일반화,일반,"[여자/17세]
---
믿었던 친구에게 배신당했어.  모두가 나를 싫어하는 것 같아.  이젠 아무도 믿을 수 없어.  힘들어,  숨 쉬는 것조차 버거워.  살아갈 의미를 잃었어.  모든 게 끝났어.
",GEMINI
과잉 일반화,일반,"[여자/14]
---
걔는 인기 많고, 웃는 모습이 예뻐.  나랑은 다르잖아.  내가 먼저 말 걸어도 무시할 거 같아.  어차피 나 같은 애는 아무도 좋아하지 않아.  친구도 못 사귈 거야.  소외될까 봐 무서워.
",GEMINI
과잉 일반화,일반,"[여자/15]  
---  
새로운 반에 들어갔을 때, 아는 얼굴이 없어서 너무 불안했어요. 아무도 저에게 말을 걸지 않아서, 점심도 혼자 먹고. 친구를 사귀는 게 저한텐 정말 힘든 일이 됐어요.",GPT
과잉 일반화,일반,"[여자/16세]
---
새로운 학교에 와서 1년 내내 혼자라니. 대부분의 친구들이 짝을 지어 노는 걸 보면 점점 외롭고 소외감이 드네. 아무도 날 이해해주지 않는 것 같아. 앞으로 1년 동안 이렇게 지내야 하나 봐.",CLAUDE
과잉 일반화,일반,"[남자/14세]
---
수업시간에 또 딴짓하다 선생님께 혼났다.  집중이 안 돼서 벌써 세 번째다.  이번에도 망했어.  다른 애들은 다 잘하는데 나만… 아무리 노력해도 안 될 것 같아.  결국, 모든 수업이 다 망칠 거야.
",GEMINI
과잉 일반화,일반,"[여자/16세]
---
친구 수현이가 다른 친구들과 어울리는 모습을 보니 또 혼자 남겨진 기분이야.  예전에도 그랬고, 앞으로도 계속 혼자일 것 같아.  내가 뭘 잘못했는지 모르겠어.  다들 나랑 얘기하기 싫어하는 걸까?  학교에 가는 게 두려워.
",GEMINI
과잉 일반화,일반,"[남자/17]  
---  
어제 학교에서 발표를 했는데, 친구들이 웃는 것 같아 자꾸 버벅대고 말이 잘 안 나왔어요. 그러자 나중에 대화할 기회가 생겨도 아예 입이 떨어지지 않을 것 같은 불안이 들었어요.",GPT
과잉 일반화,일반,"[여자/17]  
---  
고2인 나는 영어를 제대로 배운 적이 없어. 학원은 잘하는 사람들만 있어서 나는 실패할 것 같은데, 과외는 너무 비싸. 나 같은 걸 가르쳐줄 곳은 없을까 고민해.",GPT
과잉 일반화,일반,"[여자/15]
---
새 친구들과 어색해졌어.  점심시간, 혼자 밥 먹었어.  다시 혼자가 된 것 같아.  누구도 나랑 놀고 싶어 하지 않아.  다 똑같아.  전에도 그랬으니까.  내일도 혼자일 거야.  아무도 날 좋아하지 않아.
",GEMINI
과잉 일반화,일반,"[여자/15세]
---
작년에 이사가서 새 학교로 옮기게 돼. 친구들이 반으로 갈라져서 더는 놀 일이 없어. 나만 엄청 어색해하고 소심한 게 문제인 것 같아. 이번엔 꼭 친구를 많이 만들어야겠지만, 첫 인상은 늘 내 약점이 되는 것 같아.",CLAUDE
과잉 일반화,일반,"[여자/16세]
--- 
우리 반에서 나는 항상 그 친구에게 의지해왔다. 그런데 최근 그 친구가 나와 떨어져 다른 친구들과 함께하는 것 같아 걱정이 된다. 내가 소외되는 것은 아닌지 걱정돼.",CLAUDE
과잉 일반화,일반,"[남자/15세]  
---  
나는 항상 다른 친구들은 다 잘 지내는 것 같은데, 나는 언제나 혼자인 것 같아. 수업도 잘 집중이 안 되고, 잘할 수 있는 게 하나도 없는 것 같아. 내가 왜 이렇게 불행한 걸까?",GPT
과잉 일반화,일반,"[여자/15세]
---
중학교에 올라오면서 친구들과도 멀어졌어요. 가족들도 저를 무시하고 이해해주지 않아 너무 힘들어요. 죽고 싶은 마음이 들 정도로 힘들어요. 이대로는 못견디겠어요.",CLAUDE
과잉 일반화,일반,"[여자/17세]  
---  
시험 성적이 나빠서 대학 진학이 불가능할 것 같아요. 주변 친구들은 잘하고, 저는 계속 실패하고요. 이런 상황에선 노력해도 소용없을 것 같아 모두 때려치고 싶어요. 무엇을 해도 희망이 보이지 않네요.",GPT
과잉 일반화,일반,"[여자/15세]
---
하루 만에 모든 게 변했어요. 친구들이 나를 버린 것 같아요. 이러다 진짜 혼자 남겨질까봐 걱정돼요. 전학이라도 가야 할까요? 앞으로 모든 게 점점 더 안 좋아질 거 같아요.",CLAUDE
과잉 일반화,일반,"[여자/14]
---
중간고사 성적표를 받았다.  국어 점수가 엉망이었다.  망했다.  이번 시험 하나로 내 미래는 망한 거야.  간호사는 이제 꿈도 못 꿀 거고,  대학도 못 갈 거야.  모든 게 끝났어.
",GEMINI
과잉 일반화,일반,"[여자/17세]
---
제가 친구가 별로 없어서 항상 혼자 있어요. 다른 애들 보면 여럿이 어울리는데 저는 마음을 열지 못해서 그런 걸까요? 이러다 정말 우울증이라도 걸릴까 봐 걱정돼요.",CLAUDE
과잉 일반화,일반,"[여자/17]
---
시험 성적표를 받았다. 수학 점수가 또 낮았다.  다른 애들은 다 잘하는데 나만 못하는 것 같다.  내가 노력을 안 해서 그런 걸까.  아무리 해도 안 될 것 같아.  결국엔 나는 낙오자일 거야.  다 망했어.
",GEMINI
과잉 일반화,일반,"[여자/18세]  
---  
졸업을 앞둔 지금, 친구들과의 관계가 점점 소원해지는 것 같아 불안해요. 대학 가면 그들도 연락을 끊을지 모르겠어요. 외롭고 깊은 우정을 나누기 어려울 것 같아요.",GPT
과잉 일반화,일반,"[여자/16세]  
---  
친한 친구들이 전부 댄스스포츠 동아리로 몰리며 저를 완전히 무시해요. 장난이라고 하지만, 제 말이 계속 이상하다고 느껴져요. 다시 친해지고 싶지만, 제가 이상한 줄 알까 두렵습니다.",GPT
과잉 일반화,일반,"[여자/15세]
---
이번 학기 내내 동일한 친구들과만 다녔는데, 최근 그들이 저를 피하는 것 같아요. 축제에 혼자 가야 하고, 조별과제도 할 친구가 없어서 걱정됩니다. 다른 친구들과 어울리기가 두려워지네요.",CLAUDE
과잉 일반화,일반,"[남자/17세]  
---  
친구와 점심을 먹고 있는데, 타반 애들이 내 과거를 이야기하는 걸 들었어. 나도 고1이 되면서 변했는데, 여전히 찐따였던 시절이 따라다니는 듯해. 과거는 지워지지 않는 걸까?",GPT
과잉 일반화,일반,"[여자/14]
---
수업시간에 졸다가 또 혼났다.  내가 뭘 잘못했기에 맨날 이런 일만 생기는 걸까.  아무도 나랑 말 안 해.  다 내가 부족해서 그런 거야.  모두 나를 싫어해.  피하는 게 당연해.  나는 혼자일 운명인가 봐.
",GEMINI
과잉 일반화,일반,"[여자/15]  
---  
어제 카톡으로 친구랑 다퉜어요. 그 친구 없으면 외롭고, 함께 있는 이유로 학교생활이 즐거웠는데, 싸운 뒤로는 모든 게 무너진 느낌이에요. 혼자 남은 것 같아 막막해요. 어떻게 풀어야 할까요?",GPT
과잉 일반화,일반,"[여자/17]
---
수업 후, 친구들이 시끌벅적하게 떠드는 모습을 보니 나 혼자만 소외된 기분이 들었다.  점심시간에도 혼자 먹었고,  쉬는 시간에도 혼자 책만 읽었다.  아무도 나랑 놀고 싶어하지 않는 걸까?  다들 나를 싫어하는 것 같아.  내일도 똑같을 거야.  친구는 없을 거고, 혼자일 거다.
",GEMINI
과잉 일반화,일반,"[여자/16]
---
고교 위탁, 괜히 신청했나 봐.  새 학교에서도 친구 못 사귀면 어쩌지?  전 학교처럼 또 따돌림 당하면 어떡해?  아무도 나랑 말 안 해주고 혼자 점심 먹게 될까봐 무서워.  결국 또 혼자가 될 거야.
",GEMINI
과잉 일반화,일반,"[여자/15세]  
---  
친구들이 듣기 좋은 말투가 있는 것 같아. 내가 어색하게 말하면 다들 싫어할까 봐 정말 걱정돼. 주변 친구들은 날 좋아하지 않는 것 같아. 매일매일 조심하지만, 왜 이렇게 힘들지?",GPT
과잉 일반화,일반,"[여자/16세]
---
얼굴이 못생겨서 아무도 날 좋아하지 않아. 다른 애들은 다들 친구도 많고 인기도 많지만, 나는 혼자밖에 없어. 학교에서도 사람들이 나를 무시하고 피하는 것 같아. 앞으로도 영원히 이런 상황이 계속될 것 같아 너무 힘들어.",CLAUDE
긍정 축소화,일반,"[여자/16]
---
걔가 내 쪽으로 웃었지만, 아마 다른 애들한테도 그러는 거겠지.  내가 특별하다고 생각하는 건 착각일 거야.  그냥 친구일 뿐인데, 괜히 기대했어.  나랑 둘이서 만나는 건 어려울 것 같아.  결국, 아무것도 아닌 거야.
",GEMINI
긍정 축소화,추가,"[남자/17세]
---
걔가 또 내 책상에 낙서를 했어.  선생님이 혼내주셨지만, 그냥 우연히 본 거겠지.  별거 아니야.  어차피 걔는 항상 그래.  내가 신경 쓰는 게 더 이상해.  그래도 괜찮아.  별일 아냐.  다음에는 더 신경 쓰지 말아야지.
",Gemini
긍정 축소화,추가,"[여자/15]
---
친구와 놀이공원에 갔어.  롤러코스터를 타고 신나게 소리 질렀는데,  잠깐 재밌었다고 생각했어.  하지만 금세 짜증이 났어.  그냥 잠깐 기분 좋았던 거라고,  별 의미 없다고 생각하며 집으로 돌아왔어.
",Gemini
긍정 축소화,일반,"[남자/15세] 
---
체육시간에 배구를 하면서, 잘 못하는 저를 친구들이 놀릴까 두렵고, 그냥 포기하고 싶어졌어요. 부모님은 공부하라고 하시지만, 저는 전기공학이나 게임 유튜버 같은 길도 별로 가능성이 없어 보여요.",GPT
긍정 축소화,추가,"[여자/17세]
---
발표를 잘했다고 선생님이 말씀하셨지만, 사실 별로 좋지 않았던 것 같아요. 교실 친구들도 저를 대수롭지 않게 여길 거예요. 이렇게 계속 실수를 반복하다 보면 언젠가는 완전히 실패할 것 같습니다.",Claude
긍정 축소화,추가,"[여자/16세]
---
친구가 나를 계속 짜증나게 해요. 그 친구가 너무 이기적이고 달라붙어서 견딜 수가 없어요. 절교하고 싶지만 그 친구가 눈치가 빨라서 절교할 수가 없네요. 사실 친구가 나를 좋아하는 걸지도 모르겠지만, 그냥 내 짜증만 불러일으키고 있어요.",Claude
긍정 축소화,일반,"[여자/18]
---
미술대회 상은 받았지만, 내 그림 실력이 정말 뛰어난 건 아닐 거야.  내신 성적도 좋지 않으니, 대학 진학은 어려울 거 같아. 플로리스트 되는 건 꿈일 뿐이야.  힘들겠지.
",GEMINI
긍정 축소화,추가,"[여자/16]  
---  
최근 짝남이 날 자주 쳐다봐요. 그런데 성격이 내성적이라서 진지하게 생각하진 않아요. 그냥 저를 사람들이 예의상 쳐다보는 걸 요즘 부쩍 많이 느끼네요. 분명 저에겐 다른 관심이 없겠죠.",GPT
긍정 축소화,추가,"[여자/16]
---
나는 공부를 잘하고 있지만, 갑자기 공부할 맛이 나지 않아요. 부모님에게 미안하지만, 앞으로도 계속 이렇게 될 것 같아 걱정돼요. 열심히 해도 결과가 좋지 않을 거라는 생각이 듭니다.",Claude
긍정 축소화,추가,"[여자/17세]
---
늦은 밤, 남자친구는 또 잠들었다.  내 메시지에 답장도 없다.  ""바빠서 그런 거겠지."" 하고 생각하지만, 사실은 그냥 나랑 카톡하기 싫은 거 아닐까?  괜히 신경 쓰인다.  그래도, 내가 너무 예민한 건가?  아마 그럴 거야.  다른 건 괜찮은데…  그냥 그런가 보다.
",Gemini
긍정 축소화,추가,"[여자/14]
---
친구가 내 편을 들어줬지만, 그냥 친구니까 그런 거겠지.  걔도 사실은 내가 짜증 나나 보다.  내가 잘못한 게 분명해.  아무도 날 진짜 좋아하지 않을 거야.
",Gemini
긍정 축소화,추가,"[여자/17세]  
---  
내가 만든 포스터가 친구들에게 조금 인정받았지만, 그냥 그런 게 아닐까 싶어. 다들 내 스타일이 아니라는 소리만 할 것 같아. 아무도 진심으로 좋아해주지 않을 거야.",GPT
긍정 축소화,추가,"[여자/16세]
---
자전거를 잠그고 왔는데 어느새 사라져 있었어. 주변 사람들도 모르는 일이라고 했지만, 내가 잘못한 게 분명해. 신고해도 찾기 힘들 거야. 그냥 운이 없었던 거겠지.",Claude
긍정 축소화,일반,"[남자/17세]
--- 
노래, 운동, 춤 등 어떤 분야에서든 평범하게 잘하지만 정말 좋아하는 것이 없어서 어떤 진로를 선택해야 할지 고민이다. 나는 이렇게 걱정만 하고 있는 것 같아 앞으로도 잘 할 수 있을지 걱정된다.",CLAUDE
긍정 축소화,추가,"[여자/18세]
---
로봇학교에 합격했지만, 학교에서 실수하면 모든 게 나의 잘못이라고 생각해. 로봇을 잘 다룰 수 있을까 걱정돼. 혹시 실패하면 영영 꿈을 이루지 못하는 건 아닐까?",Claude
긍정 축소화,추가,"[여자/16세]
---
아무리 선생님이 칭찬해도 내가 공부를 잘한 게 아니라고 생각해요. 시험에서 좋은 점수를 받았지만 그냥 운이 좋았을 뿐이에요. 친구들이 잘했다고 말해도 마음에 와닿지 않아요.",Claude
긍정 축소화,일반,"[여자/15세]
---
새로운 학교에 왔지만, 친구를 사귀기가 어려워요. 모두가 유창한 영어를 구사하고 저는 말을 잘하지 못해요. 매일 수업 시간에 어려움을 겪고, 혼자 있는 시간이 늘어나네요. 이 환경에 적응하기가 힘들어요.",CLAUDE
긍정 축소화,일반,"[여자/17세]
---
방송반 오디션, 떨어졌다.  내 노래 실력이 부족했던 건 당연하고,  춤도 서툴렀다.  솔직히 얼굴도 예쁘지 않으니 탈락은 예상됐다.  결국,  나만 못하는 거라고 생각한다.  다른 애들은 다 잘하니까.  내 꿈은 이루어질 수 없어.
",GEMINI
긍정 축소화,추가,"[중2 여자] 
---
아니, 그 친구가 내 앞에서 그 여자애랑 통화했다고? 나도 그 친구랑 잘 지내는데... 이게 정말 마음에 걸리네. 하지만 아마 그냥 나만 그렇게 느끼는 것일 뿐이겠지.",Claude
긍정 축소화,추가,"[남자/17]
---
체육 특기자 전형으로 학교 추천 받았대.  다들 대단하다 하는데,  그냥 운이 좋았을 뿐이야.  사실 실력이 부족해서 다른 방법은 없었어.  내 실력으론  아무 의미 없어.  그냥 겨우 합격한 것 뿐이야.
",Gemini
긍정 축소화,추가,"[여자/18]
---
수능 성적이 잘 나왔다는데, 운이 좋았던 거겠지.  내 실력이 아니야.  열심히 했지만,  결과가 좋다고 해도  그저 평범한 수준일 뿐이야.  다른 애들은 더 잘했을 거야.  나는 아직 부족해.
",Gemini
긍정 축소화,추가,"[여자/17세]
---
시험 잘 봤다는 말에 웃어넘겼다.  운이 좋았을 뿐이야.  결과가 좋았다고 해도,  내 실력이라고 생각하지 않는다.  다음 시험도 잘 볼 수 있을까?  불안해.  결국엔 또 망칠 거야.
",Gemini
긍정 축소화,추가,"[여자/15세]
---
중3 때 공부 좀 해두면 후회 안 했을 텐데, 지금은 너무 늦었나 봐요. 선생님이 잘한다고 하시지만 그냥 말씀해주신 것일 뿐이겠죠. 고1이 되면 정말 힘들 거 같아요.",Claude
긍정 축소화,추가,"[여자/15]
---
방과후 학원에서 칭찬받았다.  선생님이 내 그림 실력이 늘었다고 하셨지만,  그냥 칭찬인 거겠지.  솔직히 아직 부족해.  다른 애들 그림은 더 멋진데…  내 그림은 별거 아냐.
",Gemini
긍정 축소화,추가,"[여자/17]
---
방학 전 마지막 모의고사, 예상보다 잘 봤지만, 몇 문제 틀린 게 신경 쓰여.  잘 본 건 운이었을 거야.  평소 실력이 아니었어.  결국, 나는 부족해.  다음 시험도 망칠 거야.
",Gemini
긍정 축소화,추가,"[여자/16세]
---
선생님이 칭찬해주셨지만, 그냥 넘어가려 했던 부분만 잘했다고 한 거겠지.  내 발표는 처참했어.  결국,  내 노력은 의미 없었어.  다들 짜증 났을 거야.  망했어.
",Gemini
긍정 축소화,추가,"[여자/16세]
---
이번 학교가 정말 맞지 않아. 다른 친구들은 모두 잘 지내는데 나만 늘 어색하고 불편해. 교장님이 개선하라고 하셨지만 별로 달라진 게 없어. 결국 포기하고 다른 학교로 전학가기로 했어.",Claude
긍정 축소화,추가,"[여자/15세]
---
어제부터 엄지가 욱신거려.  붓고 아파서 걱정인데,  엄마는 그냥 괜찮다며 대수롭지 않게 넘겼어.  손가락 보호대도 사주긴 했지만,  그냥 괜찮아질 거라고 생각하는 거겠지.  별거 아니라고,  내 걱정이 과한 거라고 생각하는 걸까.
",Gemini
긍정 축소화,추가,"[남자/17세]
---
키가 작다는 말에 헬스를 시작했어. 근육이 조금씩 붙으니 친구들이 ""멋있어졌다""고 했지만,  그냥 예의상 하는 말일 거야.  아직 얼굴형은 변하지 않았으니까.  결국 난 여전히 못생겼어.
",Gemini
긍정 축소화,추가,"[여자/17세]
---
태권도 실력이 좋은 편이지만, 스승님이 다른 곳으로 가셔서 걱정이야. 새로운 곳에 가면 괜찮을지 모르겠어. 전학도 어려울 것 같고, 문과로 전환하는 것도 힘들 거 같아.",Claude
긍정 축소화,추가,"[여자/15세]
---
친구 a에게 연락을 받지만, 더 이상 신경 쓰기 싫다. 과거에 좋았던 추억은 그저 가면 속일 뿐, 현재 상황은 여전히 나쁘다. 앞으로도 아무것도 나아지지 않을 것 같다.",Claude
긍정 축소화,추가,"[여자/17세]  
---  
다른 친구들이 나를 도와주었다고 하니까, 그건 다 교감 선생님이 시켜서 그런 걸 거라고 생각했어. 진짜로 나에게 관심이 있어서 한 게 아닐 거야. 나는 늘 혼자라고 느껴.",GPT
긍정 축소화,추가,"[여자/15세] 
---
중3 때 앞머리를 잘랐는데, 집에 와서는 괜히 잘랐다고 후회해요. 오늘 새 안경도 샀지만, 또 다른 걸 사는 게 나았을 것 같아 자꾸 후회돼요. 이런 작은 일들이 모두 실수라고 느껴져요.",Claude
긍정 축소화,추가,"[여자/16세]  
---  
영화에서 재밌는 장면이 있었는데, 나 혼자 웃었더니 그걸로 친구들이 나를 이상하게 생각할까 봐 걱정돼. 사실 그 일로 나중에 기분이 좋아졌더라도, 별로 오랜 기억에 남지는 않을 거야.",GPT
긍정 축소화,추가,"[여자/17세]
---
이 시험에 합격하면 모든 게 잘 풀릴 거라고 생각했는데, 점수가 기대보다 낮네. 그래도 선생님이 노력했다고 말씀해주셨지만, 그런 말들은 그냥 예의상 하는 거겠지.",Claude
긍정 축소화,추가,"[남자/16세]
---
몸이 안 좋아서 학교를 안 갔다.  엄마는 ""푹 쉬어서 다행이네""라고 했지만, 그냥 핑계였을 뿐이야.  내가 아픈 건 사실이지만,  결석 사유는 그저 학교 가기 싫었던 거라고 생각해.  칭찬은 그냥 엄마의 친절일 뿐이야.
",Gemini
긍정 축소화,추가,"[여자/17세]
---
친구가 계속 보여줘서 다시 좋아하게 됐는데, 전에 준 굿즈를 돌려달라니 너무 미안하고 눈치가 보여요. 많이 줬는데 친구는 내 생일선물도 안 줬네요. 열심히 줬는데 이런 대우를 받으니 정말 짜증 납니다.",Claude
긍정 축소화,추가,"[여자/17세]
---
걔가 빼빼로 준 내 마음을 알아줄 리 없어.  처음엔 매일 연락했지만, 이젠 뜸해졌어.  그냥 내가 착각했던 거겠지.  헤어진 직후에 알게 됐으니,  나한테 관심 있었던 건 순간적인 감정이었을 거야.  그럴 거라고 생각해.  내가 너무 예민한 건가.
",Gemini
긍정 축소화,추가,"[여자/17]  
---  
고1 진학에 실패했지만 친구들이 위로해줬다. 그래도 그건 그냥 의례적인 말일 뿐, 내 성적은 여전히 낮다. 머지않아 실업계로 가는 길이 막힐 거라는 생각만 계속 드는 것 같아.",GPT
긍정 축소화,추가,"[여자/16세]
---
친구들이 칭찬했지만, 그저 봐준 거겠지.  시험 잘 봤다고 했지만, 사실 운이 좋았을 뿐이야.  A가 또 목을 졸랐어.  아프지만, 그냥 장난이겠지.  내가 예민한 거겠지.  괜찮아, 금방 괜찮아질 거야… 아마도.
",Gemini
긍정 축소화,추가,"[여자/16세]
---
친구들이 내 노력을 높게 평가했지만, 그건 그냥 예의상 그런 거라고 생각해. 학교를 며칠 빠진 것도 별 문제 없을 거야. 쉼터에 가면 괜찮겠지만, 오래 있을 순 없을 것 같아.",Claude
긍정 축소화,추가,"[여자/17세]
---
성적이 괜찮지만, 선생님이 괜찮게 했다는 말은 그냥 예의상 하신 것일 뿐이겠지. 곧 전공시험에 떨어질 것 같아 걱정돼. 학생부종합전형으로 조리학과에 갈 수 있을까?",Claude
긍정 축소화,추가,"[여자/16세]
---
친구들이 내 발표를 잘했다고 말했지만, 그냥 그런 식으로 말하는 거겠지. 별로 잘한 것도 없었는데 뭘 그렇게 과장해서 얘기하나. 다음엔 더 잘할 수 있을 거라고 생각하지 않아.",Claude
긍정 축소화,추가,"[여자/15]  
---  
체육 수업에서 잘했다고 칭찬받았지만, 나의 작은 실수 때문에 그건 다 의미가 없다고 생각해. 다들 내가 부족하다고 생각할 것 같아. 정말 잘한 건 하나도 없는 것 같아.",GPT
긍정 축소화,추가,"[여자/17세]
---
면접 준비를 도와준 선생님께서 칭찬을 아끼지 않으셨지만, 그저 흔한 격려일 뿐이라고 생각해.  내가 정말 잘했다고 보기엔 부족해.  결국, 면접 결과가 중요하지 않을까?  내 꿈인 신약 개발 연구원이 되긴 힘들 거야.
",Gemini
긍정 축소화,추가,"[여자/15세]  
---  
선생님께 칭찬받았지만, 아마 그냥 한 마디였을 거야. 내 발표는 다른 친구들보다 못했으니, 그들이 왜 나를 좋아할지 모르겠어. 계속 부족한 것만 생각하니 자존감이 바닥이야.",GPT
긍정 축소화,추가,"[여자/17세]
---
엄마랑 백화점 갔다.  옷도 사주시고 맛있는 것도 먹었는데,  그냥 엄마 기분 좋으려고 따라나선 것 같아.  내가 원해서 간 건 아닌 것 같고,  그냥 엄마 심심해서 그런 거겠지.  별로 즐겁지 않았어.
",Gemini
긍정 축소화,추가,"[남자/17]
---
고등학교 생활?  시험 잘 봤다고 칭찬받았지만, 사실 운이 좋았을 뿐이야.  다른 애들은 더 잘했을 거고, 내 점수는 별 의미 없어.  수업도 재미없고, 친구들과 어울리는 것도 힘들어.  그냥 시간 낭비 같아.
",Gemini
